Attendance_Percentage,Quiz_Average,Marks,Assignment_Average,Weekly_Study_Hours,Average_Session_Duration,Engagement_Score,Sessions_Per_Week,Performance
77.5,64.505,56.333333333333336,45.0,7.0,144,63.0,12,Average
81.6,69.36,77.33333333333333,44.2,13.3,64,69.9,11,Average
71.7,56.23166666666666,70.33333333333333,38.6,31.0,92,100.0,7,Average
80.0,45.35,78.66666666666667,58.0,16.0,104,100.0,12,Average
76.8,51.711666666666666,48.333333333333336,27.4,14.8,49,80.4,8,At Risk
77.0,64.905,76.0,49.2,31.8,41,100.0,10,Average
72.3,63.63666666666666,65.0,43.4,17.6,121,100.0,3,Average
68.7,65.655,66.66666666666667,30.4,14.5,146,75.5,13,Average
73.6,57.56,68.33333333333333,48.2,21.9,142,99.7,5,Average
77.2,57.30833333333334,67.33333333333333,42.8,11.4,63,68.2,8,Average
77.5,55.51666666666667,66.0,30.0,6.0,154,68.0,13,Average
70.9,62.35833333333333,58.0,65.0,8.0,138,56.0,11,Average
84.7,57.50333333333333,59.0,40.0,7.0,21,31.0,5,Average
76.0,42.031666666666666,36.333333333333336,49.2,29.4,58,100.0,4,At Risk
83.7,57.23499999999999,48.66666666666666,49.0,14.7,26,84.1,2,At Risk
76.7,61.345,67.66666666666667,41.0,5.9,76,31.700000000000003,6,Average
74.5,71.495,68.33333333333333,58.8,27.2,160,100.0,3,Average
75.3,55.255,74.0,30.6,8.9,96,68.7,8,Average
70.0,66.75333333333333,56.0,40.4,26.1,150,100.0,14,Average
78.6,64.84166666666667,64.0,23.6,29.2,162,100.0,14,Average
71.9,68.50666666666666,65.33333333333333,75.6,22.9,157,88.69999999999999,10,Average
71.2,63.10999999999999,66.66666666666667,76.8,14.0,63,66.0,5,Average
78.6,61.97166666666666,67.66666666666667,71.4,6.8,106,36.4,5,Average
80.9,63.27666666666667,76.66666666666667,43.8,9.1,70,83.3,10,Average
78.8,73.50666666666667,47.66666666666666,31.4,9.5,46,52.5,13,At Risk
82.1,55.03833333333333,59.333333333333336,47.0,5.8,123,63.4,9,Average
76.5,79.81,65.66666666666667,57.6,24.8,140,100.0,11,Average
77.1,77.79166666666667,33.666666666666664,52.8,9.8,139,77.4,10,At Risk
74.7,45.26666666666667,63.66666666666666,36.6,6.1,125,76.3,5,Average
72.3,74.735,35.333333333333336,14.0,14.2,117,88.6,6,At Risk
76.4,47.208333333333336,37.333333333333336,59.4,8.8,79,52.400000000000006,7,At Risk
76.1,53.94166666666666,68.33333333333333,51.2,12.0,73,62.0,8,Average
69.8,58.065,36.0,48.8,26.6,22,100.0,5,At Risk
81.7,64.57666666666667,60.66666666666666,60.0,23.3,126,99.9,12,Average
68.0,74.82666666666667,80.33333333333333,60.8,21.3,174,81.9,12,High Performer
71.9,81.875,60.66666666666666,38.8,23.1,178,100.0,11,Average
69.3,65.77833333333334,67.0,56.2,24.2,111,100.0,8,Average
78.1,54.696666666666665,50.333333333333336,38.8,10.6,128,53.8,7,Average
79.2,68.22166666666666,63.333333333333336,58.4,16.1,43,100.0,7,Average
74.6,67.62166666666667,52.0,49.0,11.3,97,65.9,14,Average
71.7,68.25666666666667,67.66666666666667,61.0,10.4,89,71.2,11,Average
62.7,72.25166666666667,73.66666666666667,54.8,8.1,154,52.3,2,Average
73.2,34.25666666666667,67.0,19.6,26.5,79,100.0,11,Average
73.2,75.88666666666667,37.333333333333336,52.0,17.7,42,100.0,10,At Risk
73.9,82.605,85.66666666666667,62.8,8.5,174,75.5,13,High Performer
82.0,49.56666666666666,68.0,58.8,11.2,151,75.6,3,Average
79.0,52.53,35.666666666666664,55.4,26.4,36,91.2,2,At Risk
68.7,73.26,93.0,72.6,28.8,43,100.0,10,High Performer
74.7,72.50666666666667,73.0,45.4,17.0,180,100.0,5,Average
76.1,65.81166666666667,56.66666666666666,17.2,28.6,98,100.0,5,Average
78.2,56.75333333333333,36.333333333333336,36.2,30.6,39,100.0,4,At Risk
69.3,74.47666666666667,64.0,23.8,25.6,29,100.0,13,Average
74.8,62.00666666666667,27.0,51.6,27.1,156,100.0,14,At Risk
79.7,56.77666666666666,60.333333333333336,55.0,28.3,143,100.0,3,Average
77.7,56.345,74.33333333333333,59.4,14.1,96,74.3,10,Average
74.3,49.025000000000006,43.66666666666666,31.6,7.2,114,77.6,7,At Risk
71.3,64.84666666666666,44.0,34.4,24.2,88,100.0,5,At Risk
70.3,62.465,60.333333333333336,40.0,12.2,52,60.6,2,Average
66.8,57.62166666666667,48.66666666666666,63.8,26.6,178,91.8,14,At Risk
70.2,52.73,64.66666666666667,22.4,8.3,89,38.900000000000006,13,Average
71.0,61.98499999999999,43.0,30.0,23.8,20,87.4,6,At Risk
76.5,60.153333333333336,68.0,34.6,12.1,168,86.3,10,Average
82.0,64.49499999999999,49.333333333333336,53.6,34.8,130,100.0,4,At Risk
73.5,54.60999999999999,34.0,35.6,24.8,159,100.0,12,At Risk
81.3,55.56333333333333,54.0,35.6,27.0,72,100.0,8,Average
74.0,50.56666666666666,70.66666666666667,52.4,17.6,146,76.80000000000001,4,Average
74.8,58.08166666666667,67.66666666666667,52.2,9.9,78,61.7,3,Average
68.9,67.265,68.33333333333333,53.8,32.0,72,100.0,7,Average
67.0,78.30166666666666,62.333333333333336,28.2,6.8,166,40.4,7,Average
74.5,59.435,88.33333333333333,23.2,24.2,96,100.0,2,High Performer
70.7,66.405,59.333333333333336,56.8,11.8,147,77.4,13,Average
72.3,66.83166666666666,74.66666666666667,45.2,16.4,127,61.2,8,Average
78.6,68.55166666666666,57.333333333333336,49.6,18.0,113,100.0,11,Average
74.3,62.86166666666666,74.66666666666667,50.0,13.0,121,85.0,14,Average
74.6,67.53833333333334,83.0,72.4,29.0,69,100.0,2,High Performer
75.0,58.56833333333333,46.0,55.4,15.2,148,61.6,3,At Risk
82.4,78.18333333333334,66.0,31.0,33.9,40,100.0,3,Average
76.0,44.26166666666666,36.0,44.8,14.0,96,86.0,6,At Risk
67.4,60.61833333333333,65.66666666666667,45.2,23.7,118,100.0,8,Average
73.5,51.89333333333334,46.0,54.4,14.9,76,98.7,13,At Risk
71.4,50.748333333333335,50.66666666666666,25.0,11.6,68,80.8,13,Average
70.2,67.12833333333333,45.0,38.4,27.0,139,100.0,10,At Risk
80.2,61.13666666666666,70.0,45.4,19.1,28,71.30000000000001,8,Average
74.3,73.08999999999999,83.0,61.4,9.4,52,84.2,14,High Performer
71.8,49.958333333333336,50.66666666666666,32.6,18.4,73,83.19999999999999,3,Average
81.7,56.93333333333334,54.333333333333336,63.0,32.0,63,100.0,12,Average
66.6,59.703333333333326,51.333333333333336,57.4,8.8,37,74.4,2,Average
74.5,47.60666666666666,40.66666666666666,34.0,18.4,110,75.19999999999999,14,At Risk
70.8,86.22333333333334,38.66666666666666,43.0,10.9,60,90.7,7,At Risk
64.1,46.68,55.333333333333336,54.2,25.0,95,89.0,11,Average
85.5,57.35999999999999,80.0,46.2,13.4,107,64.2,6,High Performer
73.8,64.96166666666666,54.0,35.6,28.3,139,100.0,9,Average
71.8,61.946666666666665,82.33333333333333,38.4,22.8,115,100.0,10,High Performer
75.8,71.88,68.0,43.8,33.2,51,100.0,14,Average
73.3,60.66,64.33333333333333,48.4,10.7,45,76.1,7,Average
72.4,61.705000000000005,60.0,35.8,16.5,119,100.0,8,Average
77.7,71.395,83.33333333333333,59.4,10.6,96,59.8,3,High Performer
71.2,56.16333333333333,79.0,54.0,10.0,63,58.0,14,Average
75.1,54.60333333333333,32.666666666666664,55.2,26.2,36,100.0,13,At Risk
80.4,46.97666666666667,59.0,35.0,15.2,105,100.0,8,Average
73.8,68.10166666666667,42.0,49.2,5.9,130,31.700000000000003,4,At Risk
71.1,66.75166666666667,44.66666666666666,39.2,14.9,64,78.7,5,At Risk
82.7,54.175,49.333333333333336,37.8,7.7,88,55.1,9,At Risk
69.1,59.805,35.666666666666664,70.6,13.1,59,83.3,12,At Risk
73.0,48.086666666666666,54.0,41.0,33.8,87,100.0,2,Average
75.9,55.555,80.66666666666667,39.0,16.2,29,72.6,8,High Performer
69.2,50.87833333333333,64.0,38.4,20.8,171,100.0,13,Average
68.4,49.68833333333333,60.333333333333336,69.8,7.2,176,35.6,13,Average
77.1,41.13166666666667,43.66666666666666,39.4,21.0,116,93.0,8,At Risk
67.2,59.93,67.0,30.2,14.1,180,100.0,13,Average
81.7,62.455000000000005,54.0,42.0,7.9,114,83.7,8,Average
71.0,75.64666666666666,64.33333333333333,41.0,31.4,20,100.0,6,Average
74.4,45.775,59.66666666666666,49.6,7.2,164,63.6,3,Average
78.4,79.47166666666666,50.0,57.0,18.1,153,100.0,14,Average
74.3,64.505,72.0,16.0,16.8,32,68.4,9,Average
77.9,46.72833333333333,41.333333333333336,36.4,18.0,127,100.0,4,At Risk
76.9,67.73666666666666,47.333333333333336,36.2,10.0,130,52.0,13,At Risk
79.1,52.99333333333333,59.0,44.8,31.0,31,100.0,4,Average
81.0,63.94499999999999,74.66666666666667,50.6,18.2,123,66.6,7,Average
78.7,50.51333333333333,53.333333333333336,46.8,8.0,131,40.0,11,Average
73.4,50.95333333333334,51.333333333333336,50.4,34.8,85,100.0,11,Average
74.1,54.185,64.66666666666667,48.6,7.4,136,38.2,6,Average
75.2,77.82166666666667,73.33333333333333,34.0,25.4,114,100.0,5,Average
74.9,64.91333333333334,54.333333333333336,44.0,30.9,66,100.0,7,Average
76.7,77.19500000000001,56.0,55.8,21.8,170,100.0,11,Average
77.5,70.70833333333333,68.0,62.8,7.7,129,51.1,9,Average
79.4,65.83833333333332,44.0,35.8,15.3,60,71.9,9,At Risk
76.3,70.32833333333333,40.0,26.2,13.5,172,50.5,5,At Risk
81.6,58.958333333333336,34.666666666666664,35.6,28.0,161,100.0,4,At Risk
79.7,54.498333333333335,47.333333333333336,41.6,16.4,111,61.2,14,At Risk
79.3,81.105,83.66666666666667,49.2,16.1,129,100.0,7,High Performer
76.2,51.06666666666666,70.0,52.6,22.6,37,77.80000000000001,10,Average
72.1,58.97166666666666,57.66666666666666,59.0,32.8,128,100.0,10,Average
73.9,62.18,58.333333333333336,30.8,7.0,25,37.0,2,Average
70.8,56.585,60.0,51.8,11.5,66,48.5,11,Average
66.0,61.68333333333334,49.66666666666666,51.8,34.8,62,100.0,9,At Risk
75.6,51.303333333333335,81.33333333333333,39.2,13.3,151,57.900000000000006,7,High Performer
71.6,67.40166666666666,78.66666666666667,45.4,34.7,22,100.0,11,Average
70.2,63.11333333333334,36.333333333333336,78.6,34.1,74,100.0,14,At Risk
81.6,72.88666666666667,69.0,38.6,15.4,118,82.2,7,Average
